"PRED","STRAT","YY","LL","Nsamp","Nfull","SCIperN","sp_prey","dietprop","cperfull","elog","e_sd","meanper","lo95per","hi95per"
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Arrowtooth",8.90237660169017e-05,0.000130928385962767,-5.87586662235694,0.817641470362622,0.00279850746268657,0.000564816939176015,0.0137443287165162
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Bairdi",0.000463583637741618,3.40899178747023e-05,-3.22471241731265,0.225211793684042,0.0382462686567164,0.0249375326783679,0.0582334602274071
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Basin.forage",0.000180868662528493,0.000133002922228678,-5.36316833886765,0.633935654657118,0.00466417910447761,0.00135083282677503,0.0159745574501386
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Benthic.zoop",0.141172188098385,0.000608867255638674,0.562915515952344,0.0898312076145235,0.637126865671642,0.595523292069296,0.676773794451571
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Birds",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Capelin",0.140687093945862,0.0137940200018249,-3.51394986412982,0.257754454120959,0.0289179104477612,0.0176510972599599,0.0470320882848637
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Copepods",0.0078250855937017,6.65228496925002e-05,-0.736846874907816,0.0923163552706783,0.323694029850746,0.285409036829323,0.36449507086013
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Empty",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Euphausiids",0.49638559453839,0.00171371035898438,1.35968781767518,0.107131162489892,0.795708955223881,0.759458078315705,0.827735831316241
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Herring",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Infauna",0.0045352392968603,0.000215162392514701,-2.77358029396208,0.183652368079033,0.0587686567164179,0.0417448121113087,0.0821398576948925
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Jellyfish",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Lg.Sculpins",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Misc.fish.shallow",0.00141322511983147,0.000519612043559366,-4.77162580100573,0.47339591228369,0.0083955223880597,0.00333653012135255,0.0209638341667282
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Motile.epifauna",0.0100778161444184,0.000203035239660733,-1.83936115073369,0.125569121757831,0.137126865671642,0.110516450527287,0.168927743501252
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"OTH",0.000397558663976435,0.000584694588072877,-5.87586662235694,0.817641470362622,0.00279850746268657,0.000564816939176015,0.0137443287165162
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"P.Cod",0.000119445232312257,0.000175669623711745,-5.87586662235694,0.817641470362622,0.00279850746268657,0.000564816939176015,0.0137443287165162
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"P.Halibut",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Pandalidae",0.133852389456885,0.00259024227801241,-1.79284820096325,0.12348349682647,0.142723880597015,0.115589535265024,0.174967787253426
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Pred.zoop",0.00318825971292848,9.3780282933568e-05,-2.26320595145007,0.147857067578216,0.0942164179104478,0.0722248121241041,0.122023508546023
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Rockfish",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Salmon",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Shelf.forage",0.0291796562090133,0.000692175674945556,-2.02498535588378,0.134580579647149,0.11660447761194,0.0920578658259331,0.14663918348615
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Sm.Flatfish",0.00247124271492814,0.00121149604000636,-5.02481992908821,0.536276253424097,0.00652985074626865,0.00229226176435389,0.0184563414563104
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Squids",0.0105118516064757,0.000618396558983894,-2.99671218544034,0.202915130370979,0.0475746268656716,0.03247012582303,0.0692029010725294
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"Structural.epifauna",0,0,-6.97634807044775,1.41487363875087,0.000932835820895522,5.83203934146513e-05,0.0147275873504156
"W.pollock","WEST_CENTRAL",1990,"[40,55)",535,499,0.00274899575720184,"W.Pollock",0.0174498775997444,0.00122208367260395,-3.17514262014049,0.220125560768559,0.0401119402985075,0.0264269453297859,0.0604436357275894
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Arrowtooth",0.000367342851635542,0.000400421033988948,-5.32495929749446,0.633993233141284,0.00484496124031008,0.00140321361511036,0.0165882618972162
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Bairdi",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Basin.forage",0.00381641712670188,0.00832014933843476,-5.83773044716594,0.817685942928801,0.00290697674418604,0.000586708897752742,0.0142722093325298
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Benthic.zoop",0.11689830428537,0.00141582961303783,-0.619891178638801,0.0923081368917809,0.349806201550388,0.309851182320842,0.391987085087426
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Birds",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Capelin",0.0181414882577037,0.00659169261441104,-4.36162767576119,0.394726313265199,0.0125968992248062,0.00585090261797894,0.0269103799289118
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Copepods",0.0346473241125226,0.00058553825460252,-1.09345098688788,0.101534870087137,0.250968992248062,0.215436834221699,0.290193873713799
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Empty",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Euphausiids",0.46701983430964,0.00328434610556994,0.412737867437244,0.0899265920900258,0.601744186046512,0.558846449813929,0.643134286535552
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Herring",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Infauna",0.00359456628123832,0.000602807197550567,-3.61690595448885,0.275797251301237,0.0261627906976744,0.0154060570720215,0.0440936847693949
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Jellyfish",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Lg.Sculpins",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Misc.fish.shallow",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Motile.epifauna",0.0140091983574155,0.000484783712783619,-1.96374785724133,0.134007373854741,0.123062015503876,0.0974044807438704,0.154322514120752
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"OTH",0.000686387944907619,0.000374097616700248,-4.73327018861541,0.473473606904673,0.00872093023255814,0.00346601246562243,0.0217689356880672
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"P.Cod",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"P.Halibut",0,0,-6.93828448401696,1.41489924171635,0.000968992248062015,6.05798893119494e-05,0.015290996623767
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Pandalidae",0.182294319213751,0.00473117632964124,-1.63051597616035,0.118961408153047,0.163759689922481,0.134274655244616,0.198236706312149
"W.pollock","WEST_CENTRAL",1993,"[40,55)",515,437,0.00423319287358142,"Pred.zoop",0.0899470851921057,0.00181567713349853,-1.3232907597004,0.108030447522041,0.210271317829457,0.177258864681399,0.247581831926216
