"PRED","STRAT","YY","LL","Nsamp","Nfull","SCIperN","sp_prey","dietprop","cperfull","elog","e_sd","meanper","lo95per","hi95per"
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Amphipods",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Copepods",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Empty",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Euphausiids",0.980849222021583,0.0393702810476272,3.71357206670431,1.43135617084109,0.976190476190476,0.712614068068693,0.998527073695554
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Mysids",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Other fishes",0.015001376125403,0.0120427968111349,-2.56494935746154,0.847318545736323,0.0714285714285714,0.0144046655686498,0.28818713408961
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Other invert",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Pollock",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Polychaetes",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"W.pollock","SE_inner",1985,"[55,999)",20,20,0.0401389736196996,"Shrimps",0.00414940185301444,0.00166552731515679,-2.00148000021012,0.673835331556645,0.119047619047619,0.0348174939047804,0.336091085885289
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Amphipods",0.000663116370854003,0.000127639831689206,-2.12911315147707,0.287896937742135,0.106299212598425,0.0633644573824641,0.172953928410846
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Copepods",1.82449216397241e-05,2.28271573325913e-05,-3.90801498403061,0.638773925981686,0.0196850393700787,0.00570885334856413,0.0656190552245339
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Empty",0,0,-5.53338948872752,1.41700569453334,0.00393700787401575,0.000245806359971494,0.0597454090899304
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Euphausiids",0.836671286440905,0.0175933170307695,2.7684133508293,0.37643264227502,0.940944881889764,0.883973182096226,0.970864267481107
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Mysids",0.0325708727398743,0.00208979946668788,-0.795338121456493,0.19168992442164,0.311023622047244,0.236665176837863,0.396606279721583
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Other fishes",0.064332582958088,0.00699911256210165,-1.48257119155531,0.228506077026748,0.18503937007874,0.126701543487075,0.262174065458573
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Other invert",0.00257468312201539,0.000536886353623729,-2.21484617868604,0.297881896821792,0.0984251968503937,0.0573947528127085,0.163693737513187
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Pollock",0.00380341605368581,0.0031724326134222,-3.56347818757266,0.542043772869119,0.0275590551181102,0.00969998136091922,0.075783035490366
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Polychaetes",0.000250817360374379,0.000156905232592103,-3.30403363320851,0.479984882603968,0.0354330708661417,0.0141358561226228,0.0860172953903458
"W.pollock","SE_inner",1987,"[55,999)",126,125,0.0198595443614924,"Shrimps",0.0591149800325629,0.00295847135233126,-0.415317404551176,0.181311542993976,0.397637795275591,0.316330290609837,0.485017791353194
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Amphipods",0.000103911150665071,1.50534960139186e-05,-2.97892515523761,0.836997593635377,0.0483870967741935,0.00976207329368818,0.207771676197144
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Copepods",0.0114770227657474,0.000415665968835017,-1.7730673362159,0.50986083520783,0.145161290322581,0.0588342790669609,0.315670603585508
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Empty",0,0,-4.11087386417331,1.42575835443665,0.0161290322580645,0.00100139411514406,0.211419948967191
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Euphausiids",0.797653356239324,0.00679736347253517,0.259511195485085,0.362238776523071,0.564516129032258,0.389247407015461,0.72501966596978
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Mysids",0.0754826215851131,0.000546754287619288,0.669049628980885,0.379497803739328,0.661290322580645,0.481317185624934,0.804217487169946
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Other fishes",0.00147553833944401,0.000213759643397644,-2.97892515523761,0.836997593635377,0.0483870967741935,0.00976207329368818,0.207771676197144
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Other invert",0.0627916051461389,0.00101072799184164,-0.816761136527122,0.389582835609724,0.306451612903226,0.170746840350999,0.486708437528204
"W.pollock","SE_inner",1988,"[55,999)",30,27,0.00482896394903098,"Pollock",0,0,-4.11087386417331,1.42575835443665,0.0161290322580645,0.00100139411514406,0.211419948967191
