"PRED","STRAT","YY","LL","Nsamp","Nfull","SCIperN","sp_prey","dietprop","cperfull","elog","e_sd","meanper","lo95per","hi95per"
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Bathylagidae",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Benth Amph",0.0248312667245006,7.7053746052003e-05,-2.56494935746154,0.847318545736323,0.0714285714285714,0.0144046655686498,0.28818713408961
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Chaeteg etc.",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Copepod",0.218517797957537,0.0002260270636274,-1.6094379124341,0.58554004376912,0.166666666666667,0.0596871211783433,0.386563779383848
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Eelpout",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Empty",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Euphausiid",0.756650935317963,0.000469591742272854,-1.03609193168678,0.496320774147567,0.261904761904762,0.118273659459095,0.484179479184861
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Gen. Cephalopod",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Gen. Crab",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Gen. Crustacea",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Gen. Fish",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Gen. Flatfish",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Glopp",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Lg Sculpin",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Macrouridae",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Misc. Crustacean",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Misc. Worm. Etc.",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Myctophidae",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Mysid",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"NP Shrimp",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Octopus",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Pacific Grenadier",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Pandalidae",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Pel Amph",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Pel. Gel. Filter Feeder",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Polychaete",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Prickle squish deep",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Prickle squish round",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Protozoan",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Pteropod",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Sculpin",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Scypho Jellies",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Shortsp Thorny",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Snail",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Sponge",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1991,"[20,999)",20,7,0.000155154682414924,"Squid",0,0,-3.71357206670431,1.43135617084109,0.0238095238095238,0.00147292630444546,0.287385931931307
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Bathylagidae",0.044185551046977,0.00637489132076447,-3.29583686600433,0.831479419283098,0.0357142857142857,0.00720651976372474,0.158939869576379
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Benth Amph",0.010733296597405,0.000119119342619564,-0.747214401830221,0.330396418522235,0.321428571428571,0.19864394153383,0.475111231722934
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Chaeteg etc.",0.0115980729501504,0.000185924163582343,-1.2299482907292,0.368825688725674,0.226190476190476,0.124243292603357,0.375885342483648
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Copepod",0.199376483825478,0.00110635141177562,0.536304709066976,0.31976863212151,0.630952380952381,0.477404947196858,0.761886696711525
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Eelpout",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Empty",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Euphausiid",0.568864649398669,0.00264752312669474,1.09861228866811,0.356348322549899,0.75,0.598728401999751,0.857790064038505
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Gen. Cephalopod",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Gen. Crab",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Gen. Crustacea",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Gen. Fish",0.0118240185750804,0.00170591588437358,-3.29583686600433,0.831479419283098,0.0357142857142857,0.00720651976372474,0.158939869576379
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Gen. Flatfish",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Glopp",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Lg Sculpin",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Macrouridae",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Misc. Crustacean",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Misc. Worm. Etc.",0,0,-4.4188406077966,1.42270741389162,0.0119047619047619,0.000740571786873073,0.163784601222432
"POP","BeringGoa",1994,"[20,999)",41,37,0.00351891399972989,"Myctophidae",0.0889596768208853,0.00320867488480872,-2.12026353620009,0.498887651569859,0.107142857142857,0.0431863848348451,0.24187197012758
